,SPY,QQQ,IWM,EFA
2020-12-25,274.6278137357682,264.0110643955256,195.6198458938902,205.50083969569403
2020-12-26,270.4486852104209,257.8533319433067,192.54288431212606,210.2007213648297
2020-12-27,264.3153346333772,261.0337050975661,186.45069788847786,201.19597148317897
2020-12-28,256.1885168345367,266.8966249127275,191.09792060683733,199.66502270762734
2020-12-29,254.1615335804601,268.06495659074744,195.61003009787396,201.58024504649876
2020-12-30,261.73825247958825,263.8437291614749,192.63112045238395,193.0637725771343
2020-12-31,252.02967050052078,268.87644052530106,191.19523714633164,198.39219798295824
2021-01-01,256.48898238237285,269.62452358072284,187.8148315842767,200.00526878597898
2021-01-02,260.591096598999,260.87502271278925,189.14029162419013,204.4877285454358
2021-01-03,263.6299341004345,256.36896162519463,195.9050316201759,202.295400788818
2021-01-04,267.6579400726273,253.81147641276243,198.77780541901615,200.6099737537591
2021-01-05,261.9425975688095,261.702441360195,203.03982419059315,200.06531071296288
2021-01-06,266.0959141590445,268.89253457766415,206.49923436402537,208.9109423002719
2021-01-07,263.320431082394,276.26240883708533,206.60201747067393,214.598782099144
2021-01-08,250.80802164090235,277.6880541392792,211.23286077102026,215.27517832845004
2021-01-09,251.2217590881473,282.95001937957045,214.5111550174546,216.48151102864335
2021-01-10,247.13973286461882,276.70575462102903,220.88686692145896,219.3575881078762
2021-01-11,254.075185579289,276.8818126137911,218.97546186035083,230.21975678527195
2021-01-12,252.7506170168621,279.53385154340083,211.5999459285947,232.10473480062527
2021-01-13,253.10779265365616,273.7254012814555,216.1780696849906,232.4343688880121
2021-01-14,255.21314210800023,275.01445517379483,217.80449645312044,230.98111014008492
2021-01-15,253.9788598646345,284.591962614981,216.62698973479561,232.18494663209492
2021-01-16,253.57869589898303,287.9341591567651,215.69683430435222,229.58969969330187
2021-01-17,258.02221678459745,293.41346102698986,227.1175224201452,231.99496021929173
2021-01-18,252.7041061110552,279.5090316378728,224.33124017758254,225.5549287245018
2021-01-19,249.3064828409959,288.49968168667334,220.64556685957203,224.49506030707064
2021-01-20,244.6529738709191,287.5715030722625,221.13277852399239,227.9317771035603
2021-01-21,251.9110040806172,283.3258955217596,226.52903951073387,229.73554293049008
2021-01-22,248.5246080981775,282.4792375071957,237.2088996909141,227.73355829473996
2021-01-23,247.93737695782536,274.3499850932517,240.46835130084827,226.79257912834262
2021-01-24,245.0994651562313,280.3008387245846,234.55270339423387,231.6534593240349
2021-01-25,243.71525334106954,278.56614508184873,244.1047889471295,226.22600263182886
2021-01-26,240.26727751313138,274.61851590690054,244.1317947817637,220.9513713755092
2021-01-27,242.62242934719725,273.8339274390161,240.19570615908242,216.989715679908
2021-01-28,237.74280621542877,280.1659570912523,235.18352910034824,217.0518797059133
2021-01-29,231.51401973444706,281.0440165245224,239.27003283219443,211.34706512846174
2021-01-30,229.05726200316317,273.3676039708689,240.5358989398157,215.5217155029297
2021-01-31,225.54220884743648,276.05967074656576,242.322832050959,211.68002601935154
2021-02-01,219.69724157057067,271.1134699694929,248.7630697253388,212.7383345961723
2021-02-02,218.3901119507527,259.8008616947229,244.92641645605644,210.39389671230288
2021-02-03,211.3637577415284,267.8254775587945,251.8367139562239,210.22355893057704
2021-02-04,218.90450227287835,270.42104296141304,249.3600336855876,203.6910963410369
2021-02-05,212.572593127328,270.133086215822,260.5195530385407,207.91533166258068
2021-02-06,209.94751160925998,268.4064830323463,263.7898328327261,204.0573287294633
2021-02-07,208.36398028582843,276.14998697709535,259.10876813945265,199.85191016944015
2021-02-08,215.61192643328462,293.8846231920339,248.9468864006334,209.69557233348027
2021-02-09,208.38219065230123,296.6825946842364,253.13376401460354,212.13926505014263
2021-02-10,209.0795602422043,290.78093090860926,251.37213607991998,216.37030131293585
2021-02-11,213.56858447518536,290.02898276036245,250.71658083208513,218.47446128366622
2021-02-12,212.35579744930658,292.68364387867956,254.71545549090675,216.614551663971
2021-02-13,207.54886732596518,279.3880696006168,260.045167693904,211.13178613751012
2021-02-14,207.20468431798767,281.40410430439124,266.6213653525478,209.97870264747547
2021-02-15,213.73761038801163,284.01306268331507,260.55988470352975,206.0137517685728
2021-02-16,211.2270087816199,291.79370895853145,268.2315536061081,202.36654237363229
2021-02-17,217.49091847218227,299.1632893274492,265.27571172912644,196.15729692277606
2021-02-18,218.72832481018835,299.97915403150057,253.69803166144874,196.7052453689966
2021-02-19,224.29916481038688,309.36002367000043,247.9125098624902,203.09515942338712
2021-02-20,225.39499126664256,322.3762334062426,249.12042222560243,205.47767063015854
2021-02-21,223.33365544059657,322.71782006332484,244.413171250177,205.14592630576084
2021-02-22,230.89061395666488,325.5910222698206,244.10518748488875,205.0820461281781
2021-02-23,232.04905024069217,314.4408914006454,245.88508149691518,193.0510338100596
2021-02-24,232.9391739525108,305.5998750901393,245.11722618473698,191.51724741576385
2021-02-25,236.85034266279402,300.66982094146965,242.8270553499964,186.22290152286612
2021-02-26,241.38943056069243,298.1630117336321,236.94678079674242,186.8175742716945
2021-02-27,245.46850580177795,291.8435572024039,237.16934894705807,185.94168113798648
2021-02-28,239.04557258028856,291.7793854557235,227.68777685969448,182.82821414632443
2021-03-01,236.13637619647272,289.5198334803065,224.6975621768387,183.3294716382646
2021-03-02,233.17259358177537,295.93555431910397,220.67690152266545,183.80042249857362
2021-03-03,229.68236202701047,293.2854115713122,219.73276658876082,189.56329691214052
2021-03-04,225.82384409664115,280.31441302642753,218.90667877826877,192.27974933967144
2021-03-05,222.92486049329239,281.16084291706215,223.26170495420268,193.2125339524204
2021-03-06,224.53997216739498,281.2215913300882,230.56070585638264,189.6803914949999
2021-03-07,226.8846927160139,276.55285006819184,225.57633519319543,185.7444349671454
2021-03-08,226.9907363207187,277.21737337219105,234.8660306943696,188.07647903729904
2021-03-09,225.17740556812916,271.45507283405635,231.3494544982778,187.41910195172443
2021-03-10,231.11093323223653,273.3883870000491,232.2652164519613,188.45035582377724
2021-03-11,230.8034550657867,288.31451086651265,234.7678498470871,192.26884333997612
2021-03-12,235.2874492328807,278.22769534098893,246.654558197465,186.63070838482014
2021-03-13,232.7398793459957,275.5075367113609,244.1159118798785,192.0148188486198
2021-03-14,234.7909839277916,271.9409323604882,235.61718744530123,195.8717652716392
2021-03-15,241.29915200745032,269.72952148304023,242.8674910593586,188.08074811227317
2021-03-16,229.14653693018207,275.42577586503666,238.97250874637828,197.2423608732188
2021-03-17,226.27701810475114,278.5714856451384,237.36920299485143,198.61350637154314
2021-03-18,229.0945581481684,283.48239924101125,232.23777857540892,196.82007591987502
2021-03-19,234.83687812412256,283.79721389336606,230.69296694524724,198.97341755482913
2021-03-20,235.91071529875404,276.5296258435811,226.96137487655002,195.21894878018153
2021-03-21,236.2628279316997,270.56821669519223,230.16781760029525,197.4616345445453
2021-03-22,244.11915158964115,274.7741391587273,230.65532973612616,194.44986781916114
2021-03-23,250.5444375244959,275.8524402639462,227.64864598868627,202.56920303395623
2021-03-24,246.3528015989535,283.03490638249093,232.34442319963043,202.91427017261373
2021-03-25,247.05052761766484,284.8422380239406,233.64918675615675,205.67145900787682
2021-03-26,248.96100082463386,278.3210146172222,225.2925598350782,202.56457699900892
2021-03-27,257.79591595932555,275.5687489854616,229.58971997295967,206.00257216460943
2021-03-28,262.4313853720908,278.8386845572257,230.55541541345974,206.05374929780746
2021-03-29,262.0192925682691,282.9697702343471,237.17681011608352,200.41696463822208
2021-03-30,263.30672921267114,287.99474850753916,237.88425830978412,199.561960111996
2021-03-31,253.69733286415115,282.15928823225744,234.26432192808656,207.52399810274395
2021-04-01,258.78937923779625,275.6001711189163,233.42577630618993,211.22555150339878
2021-04-02,262.2843391096226,274.6932744756113,237.32785478398065,209.73546069392924
2021-04-03,268.85502874488935,282.8612741114004,233.81443723803972,202.14064356764595
2021-04-04,268.21565017245814,279.10253228928127,231.8804325248616,198.9023273402844
2021-04-05,269.03786805570144,281.7946604766364,230.97005963827516,193.4819848853659
2021-04-06,266.59359325382326,284.5132638639665,225.83409978493134,186.56584753075057
2021-04-07,260.6723560784039,289.01983793751987,222.55498384209895,189.6150698972258
2021-04-08,257.680167220501,298.95233148757256,223.43603881665373,189.94675901273104
2021-04-09,248.5970083412121,308.5926932977151,228.98917879288277,196.98862503604508
2021-04-10,253.31284220055858,305.0971181347745,230.56151148741665,193.19366824090812
2021-04-11,242.6518270124154,292.70703762070923,230.46533548250457,193.28147177859822
2021-04-12,252.8434331233635,288.9060793955748,226.7787896199206,188.06056071717148
2021-04-13,244.20008695814684,289.48836215180944,231.91670001222056,185.92931511244475
2021-04-14,251.76237625498837,287.54581119491246,234.0531825804599,185.19778756901272
2021-04-15,247.3550145127922,299.2382771859059,230.88361912393302,183.90720258501761
2021-04-16,250.27123550600683,299.50040678706193,235.18836339111485,184.19631334830223
2021-04-17,246.65641546861434,303.5936147090815,237.9542148660718,187.90458370180514
2021-04-18,255.18054160729378,305.0678770563954,234.23096855726516,191.2846537171433
2021-04-19,255.53141429201733,303.11177622136114,233.87343864307303,188.45814890575372
2021-04-20,261.20851451296915,291.8107285905704,231.69564930267597,188.43796942829803
2021-04-21,261.7369404650983,291.49797226973305,244.3484823614805,191.5503705409446
2021-04-22,263.7229591160243,311.25919684426634,247.08448197568717,195.65747144320213
2021-04-23,267.12622191181794,303.75966936231225,248.13316347011474,193.18386465936732
2021-04-24,264.44857480718235,293.0781703835905,250.61522947361894,196.03744582903175
2021-04-25,257.89202399177327,304.80345303507295,257.7530779461574,197.4387917888897
2021-04-26,251.3908549861192,309.5156981998114,257.45230033633214,193.3706549416943
2021-04-27,251.77246690322193,310.83344111839773,254.55992642845075,196.5883597731298
2021-04-28,249.44862167143808,319.58097572636774,259.0243156565941,197.28371344589564
2021-04-29,239.08899188862205,314.4674735318002,258.248693469305,190.62631588434476
2021-04-30,241.67519582683306,313.95471406409007,252.90783712806595,189.60405545513373
2021-05-01,235.97476369560042,320.1699136786244,246.7144052495299,189.8501600962729
2021-05-02,230.67697731872596,334.13961762581346,254.5042014800654,187.6575276927888
2021-05-03,230.60028520360785,326.5842764325706,255.30278577419824,192.42052452910383
2021-05-04,226.59936163880815,335.2252605329896,252.43628702854693,197.44747087316244
2021-05-05,227.26884170841146,337.96404246039435,251.38162179784393,196.04079503844872
2021-05-06,236.53657786760778,339.2375935844021,255.60188171146217,194.2174223158266
2021-05-07,234.86754250915484,339.3547917659069,254.23345882186595,193.80520789709325
2021-05-08,230.05769456763653,330.2510791457565,247.09294947761992,193.12776415253006
2021-05-09,231.0098298236139,336.8423413367353,248.8328526490461,190.9481494678212
2021-05-10,227.56948653914955,331.7791745170768,255.04713033122346,177.38561705770508
2021-05-11,227.79148174203868,324.85398243897845,261.06714617347586,183.8136049827478
2021-05-12,229.34865950418597,330.8234918009885,258.2920807476651,183.90707208923783
2021-05-13,229.30189118993596,336.2542789203887,265.06484485922067,183.34403944020832
2021-05-14,229.67622884047546,336.95441627384446,266.32929468792025,184.63257468207405
2021-05-15,230.6756068228028,344.48086007161953,273.1596546966778,184.42937750103818
2021-05-16,238.28196004948032,354.62371230147744,276.45005744679503,182.94037782805378
2021-05-17,237.19825073840792,364.2067655257744,268.29798408225065,179.38733950432174
2021-05-18,237.92249767124386,360.5592016031378,277.97551172294607,172.997149983741
2021-05-19,242.20439130753263,368.130782654199,278.40272027274773,168.45818212313668
2021-05-20,244.6191957980132,369.87720871914377,281.7737872028012,164.82001500045502
2021-05-21,242.99442835266828,383.0590817157575,274.43753707488156,167.06325338809336
2021-05-22,247.54089067931704,382.3034522650571,277.36385867047727,169.5868129398595
2021-05-23,243.38653184640543,379.7773797048594,283.69189374509915,166.7055336310611
2021-05-24,242.40644862019747,375.3313743225594,295.03534856471117,158.13607578903063
2021-05-25,238.81617798983908,376.9434056399619,303.56725097071944,158.24402695225743
2021-05-26,241.70491393901182,380.6687475171543,307.1043723159171,156.99398172020292
2021-05-27,247.6483047996293,384.578840032049,297.9125889221076,155.67682469740782
2021-05-28,248.88136497353716,387.4676123739892,298.85113510974605,158.76116585638195
2021-05-29,249.38095223167565,392.8991662746083,295.4782949545403,159.28165081132914
2021-05-30,245.17726575353487,391.3499481909099,297.0186524564238,156.27955628337637
2021-05-31,241.87727278472906,384.77235032820033,290.02537613276456,152.6302256384944
2021-06-01,236.2912744906553,377.64526462184693,288.9533004458368,151.90661288577616
2021-06-02,226.33849181783702,385.2745987362167,286.1228955451083,149.25222915587187
2021-06-03,224.68759037555967,389.11026838382617,283.1447061488787,149.11081217389497
2021-06-04,223.46366871524344,375.1200148290426,280.25316976731324,152.27872767121062
2021-06-05,233.50551383008622,383.63097305279865,279.6325103387712,148.20803490932184
2021-06-06,241.03977514970398,398.5327929365171,281.3783410703825,148.54270857872638
2021-06-07,243.85523908190711,393.06360704556306,267.797286724638,151.3618785558149
2021-06-08,254.36349111291076,395.9130631636985,255.49469452411444,151.17676324417894
2021-06-09,261.6695325081752,392.37793209295285,253.89678281466976,153.45101377449032
2021-06-10,251.4969899019891,397.5384370195108,253.02098669823124,152.64820157481134
2021-06-11,257.0524486264675,388.56926746273064,254.1068025182024,153.2472299576956
2021-06-12,260.8666167180088,388.20848795597175,250.5607018436391,154.6815052361266
2021-06-13,259.4909093779651,396.10083709192605,250.7334738470744,152.9985048645723
2021-06-14,252.3753895840663,406.2151936265314,251.49446513432144,159.29242588649518
2021-06-15,255.5263774884618,409.89989408781616,247.95067120328665,161.22376957930106
2021-06-16,245.24141397537545,407.3334196868737,253.15423725029268,165.56319803121616
2021-06-17,245.25870428908945,394.7608116550137,254.17897950801228,169.23249204004838
2021-06-18,242.37152620504952,389.0193351538885,257.10328325055696,170.4290783542441
2021-06-19,236.46375498592548,385.5780277180645,257.5862973094782,175.30635368402437
2021-06-20,242.2743981523545,380.42494467923945,268.78942361438345,176.05445139696212
2021-06-21,242.19538873417574,381.06881009898973,272.15076683932125,173.59028253226907
2021-06-22,243.16108341588216,378.6613265264973,269.6423189881725,173.72858222798035
2021-06-23,247.74043311363116,380.15711792033517,274.24330146863633,170.35267907103778
2021-06-24,247.82076082564166,389.606471204545,265.5394920572251,163.4221588459169
2021-06-25,250.19333781248503,386.64537802076933,266.3085451800497,160.7396442245738
2021-06-26,254.43642535413562,376.28641578859373,268.1479248554876,161.054621284075
2021-06-27,257.4656005746135,371.2280061120635,268.98596456314283,164.5940378924989
2021-06-28,259.07192465080584,375.7741187885064,267.3299396331225,161.88264865244756
2021-06-29,268.612005914874,381.0943913105982,262.10315754100446,165.269079550793
2021-06-30,275.50544519473175,384.39427921299233,258.1268722869425,161.39604820467883
2021-07-01,275.1708368747138,394.7227188177328,258.78373565549083,158.53427590926646
2021-07-02,270.34482418640704,393.45089877627913,253.21079680662262,163.27794844836328
2021-07-03,273.95688603745066,410.1404255031727,262.4670848416702,163.5152689743044
2021-07-04,275.27977846947186,417.1155763917654,249.08836910382965,163.0299514727728
2021-07-05,284.9939266399994,396.78461247082424,247.60604927417512,163.88083290791613
2021-07-06,290.8238420586279,411.5402253031471,248.27742370842327,160.0540338968054
2021-07-07,295.45065001697105,405.47816945890054,250.93531167147788,159.07797765523512
2021-07-08,295.67499127831286,397.3768251395632,246.50362245831246,159.16600762498655
2021-07-09,290.6869380498553,401.76222535408385,252.2858032707325,163.21614239811066
2021-07-10,289.6831137797771,388.22956419617753,245.47275511491912,157.93238629669196
2021-07-11,292.60517547636505,383.0583932428032,242.8304327570523,163.6822114479293
2021-07-12,282.79791872300007,395.3729161898538,245.98691495577114,163.35632505072186
2021-07-13,290.05392490760744,399.99568627076997,251.28358311411483,159.84789921099335
2021-07-14,302.44750756026133,406.74992363122743,244.44787320246948,155.84938168681518
2021-07-15,291.05403810271025,401.6416793906249,257.8563957805412,156.78148572081903
2021-07-16,283.1578842230652,389.6671629278504,253.39587602637985,152.689864623265
2021-07-17,284.60375688364155,395.4124095097774,246.95579268937422,151.06441944522072
2021-07-18,281.4475952792044,403.03943794621637,249.57604079395335,150.38644835957527
2021-07-19,283.06155887284956,410.44185962369454,247.96752063514535,153.94290982383615
2021-07-20,282.79744965152577,412.36780034280747,245.64237699496744,157.1893119332748
2021-07-21,277.2042351135972,404.6709652897123,248.71050941326294,155.25843322605454
2021-07-22,284.5823515149279,425.10223684736735,241.348921504103,154.67673775453525
2021-07-23,287.3821905606699,429.4156994507443,233.38769679441228,149.89419495286305
2021-07-24,284.32506105310557,428.1389161272423,230.73100193798072,143.9761654203459
2021-07-25,293.1600387076899,426.90381428204626,235.87702129170017,140.55048091481825
2021-07-26,290.3393896950849,428.39714667237314,233.39433948040215,143.81513156865373
2021-07-27,283.35874291218806,437.87909933850756,241.10019664639276,146.14953073122192
2021-07-28,284.54288323009996,439.76276270397364,247.08512083652758,147.34827553612325
2021-07-29,286.7030831019642,447.60254795379257,248.6115951348648,143.18629092799807
2021-07-30,289.9143296776526,449.18445785660464,250.4317170925467,141.2333270750756
2021-07-31,294.12724709941205,448.40038276850515,251.97411132831948,138.90036868679496
2021-08-01,297.32772497339334,454.41530685316445,252.90671466193965,138.50922593763372
2021-08-02,300.3188832704701,460.1613888923807,251.186544942876,137.94511181194176
2021-08-03,297.04088176184393,458.8322115207189,250.05780555883652,135.27594488315617
2021-08-04,293.17065884953763,452.23431965990187,244.88602794252478,136.29219375906757
2021-08-05,297.70474036597346,455.56346168693176,234.41476690317353,136.98617278699825
2021-08-06,299.30745462290025,456.5060730755227,239.76840220781307,135.07140036140981
2021-08-07,304.4102311197613,451.69382376355884,240.6439933605821,135.96385767436198
2021-08-08,294.33856696466313,444.3695604583428,240.79425676004726,139.12527766513563
2021-08-09,291.5510051985353,448.25670766043686,242.84219884866545,143.22775003773054
2021-08-10,303.03713127838995,453.44227678116545,238.97140390674727,144.71253596578637
2021-08-11,306.5577044072947,450.4140790489321,234.35162339748777,146.12678319477953
2021-08-12,308.5293620195473,445.44268908588003,233.14229089486324,145.49938279622452
2021-08-13,313.08524536866764,438.3262476813391,239.72943358743532,148.60118438821613
2021-08-14,327.3875094243134,441.91103768350354,234.30791039620505,145.5266270336492
2021-08-15,340.9055652718982,435.07961970195765,222.4260750948213,148.28499684168358
2021-08-16,330.4697374363189,455.2522857751721,220.22874975961986,147.50823160594967
2021-08-17,322.72645178913206,451.75776173083545,225.43249927906567,152.04898189809606
2021-08-18,312.63514909989806,430.5837409848543,217.86375615276282,153.92521174064092
2021-08-19,308.1524706388285,430.5392065767791,212.88757800094942,153.7933044185288
2021-08-20,308.64541107504766,430.1257992566886,214.1196901357016,153.14417053693333
2021-08-21,310.2980800017638,440.01644167736305,225.52551454453774,154.8399535767248
2021-08-22,301.0943916218194,442.780702117329,219.59151395808564,156.40276591739055
2021-08-23,290.2018665837892,435.67559346894495,213.6481245439213,155.23927755476058
2021-08-24,285.9396986620599,433.4038954844372,215.20785988675973,155.60245168087604
2021-08-25,291.37303984141636,436.46948858671965,220.56619194330253,158.49644589189845
2021-08-26,297.9458111811411,418.18511263389007,217.93914355472185,154.31022813673997
2021-08-27,308.4402438275217,429.7469823534524,211.09071767997978,156.64507993985063
2021-08-28,308.39502825436455,422.8735611940219,213.03638380472498,158.36569761874912
2021-08-29,313.7023449399802,435.24718064579525,215.78009169131252,162.25024246960737
2021-08-30,320.2629859897024,438.8964041967231,223.70604648856673,160.024475590728
2021-08-31,317.25482294897375,444.6801619796167,226.77806223810063,160.12281230420928
2021-09-01,319.885208010817,455.24865097730793,230.68039045165278,160.86129392167385
2021-09-02,324.2893941596339,460.72733158870705,229.58888625934313,163.33746459618945
2021-09-03,318.6053395153259,467.2031252105953,241.1985239739813,164.82770795633354
2021-09-04,329.4073332903248,465.9022237901153,239.4051979063092,160.87209884718
2021-09-05,329.3163485136289,469.6177967839075,236.611383369356,161.89217267122953
2021-09-06,330.0550764848788,464.3642237344935,245.45395191175123,168.59764682316273
2021-09-07,324.0224201443715,461.41644528855664,238.44164741726115,170.7584935519914
2021-09-08,319.1700993451187,480.14823935611037,229.90736059995552,176.53359156076812
2021-09-09,305.6051457813999,472.68585642010805,230.57301640767025,180.34513042072416
2021-09-10,306.09545965773935,474.3841132567406,230.68031996828242,185.4194294261106
2021-09-11,321.98687928810523,475.699684298394,229.74617123551621,186.66579365401898
2021-09-12,315.65138993185474,472.9887719899851,234.47610647330586,188.7185440854508
2021-09-13,335.1782053860656,478.11900649974876,230.37065786092128,189.78029776052477
2021-09-14,344.96652109386054,484.0334959991103,230.78185419168688,189.89169680488428
2021-09-15,341.8854010962827,475.39104941595605,229.2402983454282,192.82784430620515
2021-09-16,342.2429587315722,476.59394571003173,225.30305817465566,190.92444113843288
2021-09-17,341.4901667592704,466.62106986257993,225.1371156439354,198.3603646541195
2021-09-18,353.5207434459179,474.275552460488,229.1235861569002,194.81008104436498
2021-09-19,357.37386632301707,476.1906185929108,239.16959383696553,198.09622609313814
2021-09-20,366.10565235309184,477.21390619639044,242.0783121147722,203.73626348198528
2021-09-21,368.92205781050586,483.7873535528303,230.33725881357304,203.11938228850036
2021-09-22,368.2808939830965,481.3695412698252,230.2767337417434,198.74733607590622
2021-09-23,370.8784619718558,490.49529729453945,230.6214984183171,203.4957137156762
2021-09-24,368.0561575246482,481.51953133198504,235.09789734908193,204.42738933163776
2021-09-25,357.6988558487302,495.55796229112536,236.08648928535862,207.88377915791904
2021-09-26,363.74941824039485,490.37288949260727,242.199071198196,207.53294071705824
2021-09-27,353.1673168959051,474.2537515634162,244.22584917919056,214.9549714681744
2021-09-28,351.4492243579539,471.3834214510248,252.0857657683099,206.14677397653278
2021-09-29,348.5452140781065,467.46872925060507,250.00838356456705,207.8074565126563
2021-09-30,353.23552338630515,464.56941040906963,250.85656482385957,213.56622049241972
2021-10-01,364.64676986428844,466.96015730912706,255.16595862668046,214.12366709105962
2021-10-02,373.72810616113134,477.565242928542,252.38867747362718,215.530171256568
2021-10-03,378.977578815339,475.97563536555094,248.55645781649082,213.77427515037803
2021-10-04,374.42054277511136,469.67187627936266,245.5702291650012,213.96970497879008
2021-10-05,373.2357391850564,459.43771315064487,242.03894908272122,207.03695568667186
2021-10-06,370.97131976679435,455.3834099056212,244.7041422671969,204.18545633928105
2021-10-07,367.68225418440176,438.7295774004569,236.00517615701568,201.09824666602583
2021-10-08,364.9170630714462,432.62900726622394,228.88835161406038,203.90945715510935
2021-10-09,361.97941392561864,443.7501338876421,237.69522052107718,201.6933879181345
2021-10-10,358.7475072960325,436.7209611969456,234.39021982940713,199.61672474201012
2021-10-11,365.8255129338462,442.4682788362535,235.44742251681686,198.21269760573458
2021-10-12,358.36920050933634,431.962653310319,228.6528012349446,195.3646457241062
2021-10-13,353.3553681856575,447.7616465238238,229.19821264480433,196.5168613036215
2021-10-14,342.5118052057624,464.7563019980863,226.03888753807766,198.1057274456118
2021-10-15,352.5229691760416,470.5177187001041,219.19138740349638,201.50238887429558
2021-10-16,347.1252694081329,489.87912139854103,225.24386776988328,204.25234984393117
2021-10-17,351.91906717863776,493.6242149097034,230.7500261137607,206.62620611007065
2021-10-18,355.4581794260707,501.5206943368068,230.37027154353893,205.37386022943727
2021-10-19,365.1412905218906,514.5967318457709,235.1388689679625,203.86743447971705
2021-10-20,363.7926425644185,516.7079999901007,244.3843339362676,200.4461699372714
2021-10-21,357.14192303182955,501.1624844653329,248.22203394972743,197.01125474786582
2021-10-22,346.37369887458124,509.38781191224894,250.74017374064422,197.8770911141433
2021-10-23,327.7743891879695,504.8555980906452,251.86575631377994,195.14790635563364
2021-10-24,328.9983048732593,501.1081006605262,255.28643258973855,201.06419754805134
2021-10-25,334.30777470990995,504.3546775754846,253.56185366737168,201.01393447240807
2021-10-26,337.64525805106,510.3543883479665,252.28895427683216,207.24507569846628
2021-10-27,327.63511205198927,512.145137319089,254.70166067281212,209.7334365448378
2021-10-28,334.6807354120158,518.9578401001336,252.42536091340898,206.60167124563876
2021-10-29,330.20468779397305,511.92877510386325,250.71068156527807,206.44865185100682
2021-10-30,324.43157736545095,511.7475455513171,250.8370046963301,199.7532141420526
2021-10-31,319.94912975094996,520.7724225252781,256.8046028492002,200.6157089820397
2021-11-01,320.61152638735126,539.8379278405929,251.17809276273863,197.9819399746337
2021-11-02,311.386890724689,563.5734509147667,255.14851579567204,193.71861230836888
2021-11-03,311.3119432306661,568.7592343281376,259.35083458039696,199.80653817782317
2021-11-04,314.15434423214174,578.6844877318515,263.59081536579305,204.069647340911
2021-11-05,321.3500043026016,602.3803076611975,259.5016423125943,208.30891031051092
2021-11-06,322.6441516891064,594.6495648578784,250.9890716731892,211.69876602100172
2021-11-07,314.27155857751217,602.4871048911585,253.9413686996251,206.63760702959124
2021-11-08,315.366436416836,612.122925776777,255.02311399539798,205.09165534866136
2021-11-09,308.9038574241327,630.4225760577351,260.3278288237309,203.80566263375806
2021-11-10,302.2248220637889,616.5549942290486,256.834261585333,197.05288887835422
2021-11-11,294.2462825050542,605.3818445093119,260.8989970207473,194.96735655586792
2021-11-12,283.3525943784926,605.9436840328358,266.59258391226723,192.94596637935572
2021-11-13,280.2967253122491,610.8439981279871,266.21796636237787,193.52953988260805
2021-11-14,286.8405682744745,625.0295217577163,268.5813871026274,203.68565808617166
2021-11-15,300.23221657377854,631.8485687001071,270.7763801835972,203.7023761642333
2021-11-16,296.95616262192226,630.2531060556383,266.49724991612396,204.32058946205123
2021-11-17,303.6290232164357,635.8423932292826,269.4777580008902,203.4023570544935
2021-11-18,301.3929790553791,640.002199308837,278.5049472580505,206.5288948858504
2021-11-19,291.7508769796729,663.0642817495551,278.7680019967025,202.2413902609513
2021-11-20,296.0176622536345,665.5974911799465,270.8760681200868,210.16285604612452
2021-11-21,297.5598567940632,660.8477311499703,267.31209541340246,209.74647741545357
2021-11-22,308.7326821648724,667.1504832709278,258.09514176495867,208.19929173802802
2021-11-23,299.55026301856316,670.13912424511,264.9744764476502,212.3841144431926
2021-11-24,316.93695714567696,649.7355746192434,269.18950523036705,208.73761736775862
2021-11-25,327.35238714917443,649.8570597375119,266.63701166212905,211.86792042092682
2021-11-26,327.39872012955664,648.8734242444714,259.3107185335128,218.01556618229205
2021-11-27,325.6118409100246,642.1745993930521,255.15242940563377,217.0742822103695
2021-11-28,321.14405840012273,655.9416875997148,252.0419620273578,226.28526584225273
2021-11-29,322.01059711722127,646.0379848987018,252.72040059116816,229.3346457703295
2021-11-30,320.98863971140867,652.2778846620932,253.23019291357056,232.48277988597093
2021-12-01,324.46628760448476,650.677114046758,260.24605997170204,239.04061243014576
2021-12-02,322.7229797010605,652.4062395615317,256.7935541473939,247.08889312433945
2021-12-03,332.1522941568642,658.130447748294,249.2879648872737,248.51046139074222
2021-12-04,333.1505539264963,641.4631076265138,243.70759956365063,252.62926331178107
2021-12-05,331.60952961842855,644.2487380176642,243.7172269134362,259.91375943012446
2021-12-06,338.6421322756672,674.7645670564705,240.31128068411977,254.0709757232497
2021-12-07,327.9933783339957,654.4064054812756,239.03139781182352,245.5556525003574
2021-12-08,330.4030217111276,653.9797674078824,236.98912246133304,245.39582855162996
2021-12-09,330.73736921385824,669.1720492221561,241.8503175732811,237.05749494461972
2021-12-10,321.6961940203394,673.557647263673,239.1473044360068,235.6912779764841
2021-12-11,311.0449818047222,683.2309375794067,237.4679951396834,237.2964670405258
2021-12-12,317.5529060906503,651.8533442993753,241.0196652503136,236.10992957422474
2021-12-13,323.8888014926565,660.0295403085187,238.4307449255655,235.559995480807
2021-12-14,325.1710723185393,650.3761110540765,240.5777056989034,231.00337218508224
2021-12-15,336.69739044002733,654.7466543939994,242.2990829924641,234.7908644723832
2021-12-16,339.8498625581298,654.6885844647602,243.10857649484768,229.96472144942942
2021-12-17,348.62611553691323,685.5533618024646,237.77390252260042,220.60369965086858
2021-12-18,351.7450197866684,693.4368987500815,243.8164571012537,219.80067261425032
